order,long,lat,group,id,KTNR,lat_coords,long_coords
346,670445,262671,0.1,0,1,47.67739603914606,8.376705012148674
347,670819,262970,0.1,0,1,47.67735573856499,8.381684860706498
348,671016,264294,0.1,0,1,47.67733442491422,8.384307933124388
349,671390,264668,0.1,0,1,47.67729379853703,8.38928777067705
350,671802,264258,0.1,0,1,47.67724879732847,8.39477357262802
351,671896,264323,0.1,0,1,47.677238493780834,8.39602518639723
352,672021,264997,0.1,0,1,47.67722477137319,8.397689565694279
353,672583,265168,0.1,0,1,47.67716278091757,8.405172604890213
354,672601,265182,0.1,0,1,47.67716078749455,8.40541227491011
355,672721,265289,0.1,0,1,47.677147485375855,8.407010074605733
356,672491,265823,0.1,0,1,47.677172961804615,8.403947624521722
357,672700,265722,0.1,0,1,47.67714981483248,8.406730459713895
358,672762,266128,0.1,0,1,47.677142935450085,8.407555989327388
359,673209,266606,0.1,0,1,47.67709316376866,8.413507785515199
360,673682,266588,0.1,0,1,47.67704016515196,8.419805759614134
361,673448,267475,0.1,0,1,47.67706642700088,8.416690061446607
362,673762,268735,0.1,0,1,47.67703116758063,8.420870954896822
363,674274,269039,0.1,0,1,47.676973351917795,8.427688196566917
364,674901,268913,0.1,0,1,47.67690200556227,8.436036635345518
365,676564,269577,0.1,0,1,47.67670986779279,8.45817920058947
366,677165,269558,0.1,0,1,47.67663939224171,8.466181376810725
367,678101,270198,0.1,0,1,47.67652853593137,8.478643960283364
368,678636,270120,0.1,0,1,47.676464572240114,8.485767316363336
369,678898,270218,0.1,0,1,47.676433088682735,8.489255757680745
370,679448,270580,0.1,0,1,47.67636665658096,8.496578808697066
371,678880,271274,0.1,0,1,47.67643525502542,8.489016093899197
372,677450,270865,0.1,0,1,47.67660577944173,8.469976078930642
373,677190,271317,0.1,0,1,47.67663644870865,8.466514245600216
374,676867,271354,0.1,0,1,47.67667440573358,8.462213578144523
375,676913,271831,0.1,0,1,47.67666900980872,8.462826057457491
376,676591,272351,0.1,0,1,47.67670671349166,8.458538699787123
377,676558,272900,0.1,0,1,47.67671056859755,8.45809931187337
378,677291,272979,0.1,0,1,47.67662454712778,8.467859035152738
379,677657,273389,0.1,0,1,47.67658128824822,8.472732228131743
380,677573,273606,0.1,0,1,47.67659123458477,8.471613791065932
381,677929,273518,0.1,0,1,47.67654900720021,8.4763538311343
382,678135,273849,0.1,0,1,47.67652448394258,8.479096660032804
383,678230,274352,0.1,0,1,47.67651315286114,8.480361556043528
384,678535,274192,0.1,0,1,47.67647668106493,8.48442253450192
385,680415,274645,0.1,0,1,47.67624873789277,8.509454021428676
386,680340,275345,0.1,0,1,47.67625793463386,8.508455428799005
387,680923,275302,0.1,0,1,47.6761862193873,8.516217813504952
388,680740,275545,0.1,0,1,47.67620878618469,8.513781252355042
389,681012,276265,0.1,0,1,47.67617522581243,8.51740280701391
390,680944,276458,0.1,0,1,47.676183626486996,8.516497418756936
391,681327,276522,0.1,0,1,47.676136218895394,8.5215968814143
392,681697,276237,0.1,0,1,47.67609020791627,8.526523247028686
393,682643,276192,0.1,0,1,47.67597161940274,8.539118728558936
394,682687,275648,0.1,0,1,47.675966070430555,8.539704563605966
395,683003,275737,0.1,0,1,47.67592613194552,8.543911920976829
396,683112,275528,0.1,0,1,47.67591232035944,8.545363191585437
397,684133,275465,0.1,0,1,47.675782067552454,8.558957168466025
398,684524,274608,0.1,0,1,47.67573176507967,8.564163072258761
399,685004,274670,0.1,0,1,47.67566969377382,8.57055393875121
400,685154,274148,0.1,0,1,47.67565022440655,8.572551081615265
401,685403,274094,0.1,0,1,47.67561782947238,8.575866335694554
402,684795,273851,0.1,0,1,47.675696763858895,8.567771250710514
403,684774,273332,0.1,0,1,47.67569948013529,8.567491650327844
404,684452,272895,0.1,0,1,47.675741045459,8.563204441062377
405,684562,272690,0.1,0,1,47.67572686391321,8.564669016372948
406,684090,272467,0.1,0,1,47.675787585302665,8.55838465162089
407,684000,272072,0.1,0,1,47.675799124951496,8.557186360184032
408,683420,271928,0.1,0,1,47.67587319515493,8.54946402575393
409,683248,271826,0.1,0,1,47.67589506213843,8.547173950237601
410,682633,271336,0.1,0,1,47.67597288012088,8.53898558421385
411,682496,271289,0.1,0,1,47.675990136597385,8.537161506081832
412,682626,270881,0.1,0,1,47.6759737625328,8.538892383168715
413,682369,270736,0.1,0,1,47.67600610790205,8.535470571334013
414,682871,270304,0.1,0,1,47.67594283363694,8.542154417996102
415,682476,269997,0.1,0,1,47.675992653395845,8.53689521720927
416,683347,269861,0.1,0,1,47.67588248142228,8.548492075317576
417,683339,269544,0.1,0,1,47.67588349860111,8.548385560181634
418,682993,269385,0.1,0,1,47.67592739815579,8.543778776848393
419,683491,268804,0.1,0,1,47.67586415550704,8.55040934710133
420,683960,267537,0.1,0,1,47.67580424971778,8.556653786053358
421,684309,267508,0.1,0,1,47.67575945387134,8.561300492048659
422,684642,268037,0.1,0,1,47.67571653846723,8.565734161586407
423,684956,268593,0.1,0,1,47.67567591672173,8.569914852741066
424,685275,269912,0.1,0,1,47.67563449410412,8.574162109177854
425,685870,270200,0.1,0,1,47.67555681765078,8.58208409099309
426,685668,271423,0.1,0,1,47.67558324903562,8.57939461392159
427,685947,271892,0.1,0,1,47.67554672593377,8.583109287028629
428,686398,272149,0.1,0,1,47.67548743566262,8.58911399921846
429,686753,272266,0.1,0,1,47.67544054767826,8.593840537528914
430,686814,272295,0.1,0,1,47.67543247151299,8.594652702467812
431,686912,272390,0.1,0,1,47.675419484804195,8.595957491550214
432,687010,273410,0.1,0,1,47.675406483443616,8.597262280026069
433,687580,274012,0.1,0,1,47.67533057284312,8.604851343796037
434,687691,274598,0.1,0,1,47.67531573259202,8.606329211707978
