"Permanent and non permanent resident population by canton, sex, residence permit, age class and citizenship"

"Year" "Canton" "Population type" "Residence permit" "Sex" "Age class" "Canada"
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Man" "50-54 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Man" "55-59 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Man" "60-64 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Man" "65-69 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Man" "70-74 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Man" "75-79 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Man" "80-84 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Man" "85-89 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Man" "90-94 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Man" "95-99 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Man" "100 years or older" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "Age class - Total" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "0-4 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "5-9 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "10-14 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "15-19 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "20-24 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "25-29 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "30-34 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "35-39 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "40-44 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "45-49 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "50-54 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "55-59 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "60-64 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "65-69 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "70-74 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "75-79 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "80-84 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "85-89 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "90-94 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "95-99 years" 0
"2016" "Solothurn" "Non permanent resident population" "Not attributable" "Woman" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "Age class - Total" 15
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "5-9 years" 1
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "20-24 years" 1
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "25-29 years" 4
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "30-34 years" 3
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "40-44 years" 2
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "45-49 years" 3
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "60-64 years" 1
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Sex - Total" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "Age class - Total" 7
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "25-29 years" 3
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "30-34 years" 1
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "40-44 years" 1
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "45-49 years" 2
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Man" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "Age class - Total" 8
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "5-9 years" 1
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "20-24 years" 1
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "25-29 years" 1
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "30-34 years" 2
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "40-44 years" 1
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "45-49 years" 1
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "60-64 years" 1
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit - Total" "Woman" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Sex - Total" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Man" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Swiss" "Woman" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Sex - Total" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Man" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit (B)" "Woman" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Sex - Total" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Man" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "55-59 years" 0
